2.00E+00	0.00E+00	1.39E-15
1.93E+00	5.18E-01	1.39E-15
1.73E+00	1.00E+00	1.39E-15
1.41E+00	1.41E+00	1.39E-15
1.00E+00	1.73E+00	1.39E-15
5.18E-01	1.93E+00	1.39E-15
1.22E-16	2.00E+00	1.39E-15
-5.18E-01	1.93E+00	1.39E-15
-1.00E+00	1.73E+00	1.39E-15
-1.41E+00	1.41E+00	1.39E-15
-1.73E+00	1.00E+00	1.39E-15
-1.93E+00	5.18E-01	1.39E-15
-2.00E+00	2.45E-16	1.39E-15
-1.93E+00	-5.18E-01	1.39E-15
-1.73E+00	-1.00E+00	1.39E-15
-1.41E+00	-1.41E+00	1.39E-15
-1.00E+00	-1.73E+00	1.39E-15
-5.18E-01	-1.93E+00	1.39E-15
-3.67E-16	-2.00E+00	1.39E-15
5.18E-01	-1.93E+00	1.39E-15
1.00E+00	-1.73E+00	1.39E-15
1.41E+00	-1.41E+00	1.39E-15
1.73E+00	-1.00E+00	1.39E-15
1.93E+00	-5.18E-01	1.39E-15
2.25E+00	0.00E+00	-1.37E-15
2.17E+00	5.82E-01	-1.37E-15
1.95E+00	1.13E+00	-1.37E-15
1.59E+00	1.59E+00	-1.37E-15
1.13E+00	1.95E+00	-1.37E-15
5.82E-01	2.17E+00	-1.37E-15
1.38E-16	2.25E+00	-1.37E-15
-5.82E-01	2.17E+00	-1.37E-15
-1.13E+00	1.95E+00	-1.37E-15
-1.59E+00	1.59E+00	-1.37E-15
-1.95E+00	1.13E+00	-1.37E-15
-2.17E+00	5.82E-01	-1.37E-15
-2.25E+00	2.76E-16	-1.37E-15
-2.17E+00	-5.82E-01	-1.37E-15
-1.95E+00	-1.13E+00	-1.37E-15
-1.59E+00	-1.59E+00	-1.37E-15
-1.13E+00	-1.95E+00	-1.37E-15
-5.82E-01	-2.17E+00	-1.37E-15
-4.13E-16	-2.25E+00	-1.37E-15
5.82E-01	-2.17E+00	-1.37E-15
1.13E+00	-1.95E+00	-1.37E-15
1.59E+00	-1.59E+00	-1.37E-15
1.95E+00	-1.13E+00	-1.37E-15
2.17E+00	-5.82E-01	-1.37E-15
2.50E+00	0.00E+00	-2.15E-15
2.41E+00	6.47E-01	-2.15E-15
2.17E+00	1.25E+00	-2.15E-15
1.77E+00	1.77E+00	-2.15E-15
1.25E+00	2.17E+00	-2.15E-15
6.47E-01	2.41E+00	-2.15E-15
1.53E-16	2.50E+00	-2.15E-15
-6.47E-01	2.41E+00	-2.15E-15
-1.25E+00	2.17E+00	-2.15E-15
-1.77E+00	1.77E+00	-2.15E-15
-2.17E+00	1.25E+00	-2.15E-15
-2.41E+00	6.47E-01	-2.15E-15
-2.50E+00	3.06E-16	-2.15E-15
-2.41E+00	-6.47E-01	-2.15E-15
-2.17E+00	-1.25E+00	-2.15E-15
-1.77E+00	-1.77E+00	-2.15E-15
-1.25E+00	-2.17E+00	-2.15E-15
-6.47E-01	-2.41E+00	-2.15E-15
-4.59E-16	-2.50E+00	-2.15E-15
6.47E-01	-2.41E+00	-2.15E-15
1.25E+00	-2.17E+00	-2.15E-15
1.77E+00	-1.77E+00	-2.15E-15
2.17E+00	-1.25E+00	-2.15E-15
2.41E+00	-6.47E-01	-2.15E-15
2.75E+00	-3.37E-16	0.00E+00
2.66E+00	7.12E-01	0.00E+00
2.38E+00	1.38E+00	0.00E+00
1.94E+00	1.94E+00	0.00E+00
1.38E+00	2.38E+00	0.00E+00
7.12E-01	2.66E+00	0.00E+00
5.05E-16	2.75E+00	0.00E+00
-7.12E-01	2.66E+00	0.00E+00
-1.38E+00	2.38E+00	0.00E+00
-1.94E+00	1.94E+00	0.00E+00
-2.38E+00	1.38E+00	0.00E+00
-2.66E+00	7.12E-01	0.00E+00
-2.75E+00	0.00E+00	0.00E+00
-2.66E+00	-7.12E-01	0.00E+00
-2.38E+00	-1.38E+00	0.00E+00
-1.94E+00	-1.94E+00	0.00E+00
-1.38E+00	-2.38E+00	0.00E+00
-7.12E-01	-2.66E+00	0.00E+00
-1.68E-16	-2.75E+00	0.00E+00
7.12E-01	-2.66E+00	0.00E+00
1.38E+00	-2.38E+00	0.00E+00
1.94E+00	-1.94E+00	0.00E+00
2.38E+00	-1.38E+00	0.00E+00
2.66E+00	-7.12E-01	0.00E+00
3.00E+00	-3.67E-16	0.00E+00
2.90E+00	7.76E-01	0.00E+00
2.60E+00	1.50E+00	0.00E+00
2.12E+00	2.12E+00	0.00E+00
1.50E+00	2.60E+00	0.00E+00
7.76E-01	2.90E+00	0.00E+00
5.51E-16	3.00E+00	0.00E+00
-7.76E-01	2.90E+00	0.00E+00
-1.50E+00	2.60E+00	0.00E+00
-2.12E+00	2.12E+00	0.00E+00
-2.60E+00	1.50E+00	0.00E+00
-2.90E+00	7.76E-01	0.00E+00
-3.00E+00	0.00E+00	0.00E+00
-2.90E+00	-7.76E-01	0.00E+00
-2.60E+00	-1.50E+00	0.00E+00
-2.12E+00	-2.12E+00	0.00E+00
-1.50E+00	-2.60E+00	0.00E+00
-7.76E-01	-2.90E+00	0.00E+00
-1.84E-16	-3.00E+00	0.00E+00
7.76E-01	-2.90E+00	0.00E+00
1.50E+00	-2.60E+00	0.00E+00
2.12E+00	-2.12E+00	0.00E+00
2.60E+00	-1.50E+00	0.00E+00
2.90E+00	-7.76E-01	0.00E+00
3.25E+00	-3.98E-16	0.00E+00
3.14E+00	8.41E-01	0.00E+00
2.81E+00	1.63E+00	0.00E+00
2.30E+00	2.30E+00	0.00E+00
1.63E+00	2.81E+00	0.00E+00
8.41E-01	3.14E+00	0.00E+00
5.97E-16	3.25E+00	0.00E+00
-8.41E-01	3.14E+00	0.00E+00
-1.63E+00	2.81E+00	0.00E+00
-2.30E+00	2.30E+00	0.00E+00
-2.81E+00	1.63E+00	0.00E+00
-3.14E+00	8.41E-01	0.00E+00
-3.25E+00	0.00E+00	0.00E+00
-3.14E+00	-8.41E-01	0.00E+00
-2.81E+00	-1.63E+00	0.00E+00
-2.30E+00	-2.30E+00	0.00E+00
-1.63E+00	-2.81E+00	0.00E+00
-8.41E-01	-3.14E+00	0.00E+00
-1.99E-16	-3.25E+00	0.00E+00
8.41E-01	-3.14E+00	0.00E+00
1.63E+00	-2.81E+00	0.00E+00
2.30E+00	-2.30E+00	0.00E+00
2.81E+00	-1.63E+00	0.00E+00
3.14E+00	-8.41E-01	0.00E+00
3.50E+00	-4.29E-16	0.00E+00
3.38E+00	9.06E-01	0.00E+00
3.03E+00	1.75E+00	0.00E+00
2.47E+00	2.47E+00	0.00E+00
1.75E+00	3.03E+00	0.00E+00
9.06E-01	3.38E+00	0.00E+00
6.43E-16	3.50E+00	0.00E+00
-9.06E-01	3.38E+00	0.00E+00
-1.75E+00	3.03E+00	0.00E+00
-2.47E+00	2.47E+00	0.00E+00
-3.03E+00	1.75E+00	0.00E+00
-3.38E+00	9.06E-01	0.00E+00
-3.50E+00	0.00E+00	0.00E+00
-3.38E+00	-9.06E-01	0.00E+00
-3.03E+00	-1.75E+00	0.00E+00
-2.47E+00	-2.47E+00	0.00E+00
-1.75E+00	-3.03E+00	0.00E+00
-9.06E-01	-3.38E+00	0.00E+00
-2.14E-16	-3.50E+00	0.00E+00
9.06E-01	-3.38E+00	0.00E+00
1.75E+00	-3.03E+00	0.00E+00
2.47E+00	-2.47E+00	0.00E+00
3.03E+00	-1.75E+00	0.00E+00
3.38E+00	-9.06E-01	0.00E+00
3.75E+00	-4.59E-16	0.00E+00
3.62E+00	9.71E-01	0.00E+00
3.25E+00	1.88E+00	0.00E+00
2.65E+00	2.65E+00	0.00E+00
1.88E+00	3.25E+00	0.00E+00
9.71E-01	3.62E+00	0.00E+00
6.89E-16	3.75E+00	0.00E+00
-9.71E-01	3.62E+00	0.00E+00
-1.88E+00	3.25E+00	0.00E+00
-2.65E+00	2.65E+00	0.00E+00
-3.25E+00	1.88E+00	0.00E+00
-3.62E+00	9.71E-01	0.00E+00
-3.75E+00	0.00E+00	0.00E+00
-3.62E+00	-9.71E-01	0.00E+00
-3.25E+00	-1.88E+00	0.00E+00
-2.65E+00	-2.65E+00	0.00E+00
-1.88E+00	-3.25E+00	0.00E+00
-9.71E-01	-3.62E+00	0.00E+00
-2.30E-16	-3.75E+00	0.00E+00
9.71E-01	-3.62E+00	0.00E+00
1.88E+00	-3.25E+00	0.00E+00
2.65E+00	-2.65E+00	0.00E+00
3.25E+00	-1.88E+00	0.00E+00
3.62E+00	-9.71E-01	0.00E+00
4.00E+00	-4.90E-16	0.00E+00
3.86E+00	1.04E+00	0.00E+00
3.46E+00	2.00E+00	0.00E+00
2.83E+00	2.83E+00	0.00E+00
2.00E+00	3.46E+00	0.00E+00
1.04E+00	3.86E+00	0.00E+00
7.35E-16	4.00E+00	0.00E+00
-1.04E+00	3.86E+00	0.00E+00
-2.00E+00	3.46E+00	0.00E+00
-2.83E+00	2.83E+00	0.00E+00
-3.46E+00	2.00E+00	0.00E+00
-3.86E+00	1.04E+00	0.00E+00
-4.00E+00	0.00E+00	0.00E+00
-3.86E+00	-1.04E+00	0.00E+00
-3.46E+00	-2.00E+00	0.00E+00
-2.83E+00	-2.83E+00	0.00E+00
-2.00E+00	-3.46E+00	0.00E+00
-1.04E+00	-3.86E+00	0.00E+00
-2.45E-16	-4.00E+00	0.00E+00
1.04E+00	-3.86E+00	0.00E+00
2.00E+00	-3.46E+00	0.00E+00
2.83E+00	-2.83E+00	0.00E+00
3.46E+00	-2.00E+00	0.00E+00
3.86E+00	-1.04E+00	0.00E+00
4.25E+00	-5.20E-16	0.00E+00
4.11E+00	1.10E+00	0.00E+00
3.68E+00	2.13E+00	0.00E+00
3.01E+00	3.01E+00	0.00E+00
2.13E+00	3.68E+00	0.00E+00
1.10E+00	4.11E+00	0.00E+00
7.81E-16	4.25E+00	0.00E+00
-1.10E+00	4.11E+00	0.00E+00
-2.13E+00	3.68E+00	0.00E+00
-3.01E+00	3.01E+00	0.00E+00
-3.68E+00	2.13E+00	0.00E+00
-4.11E+00	1.10E+00	0.00E+00
-4.25E+00	0.00E+00	0.00E+00
-4.11E+00	-1.10E+00	0.00E+00
-3.68E+00	-2.13E+00	0.00E+00
-3.01E+00	-3.01E+00	0.00E+00
-2.13E+00	-3.68E+00	0.00E+00
-1.10E+00	-4.11E+00	0.00E+00
-2.60E-16	-4.25E+00	0.00E+00
1.10E+00	-4.11E+00	0.00E+00
2.13E+00	-3.68E+00	0.00E+00
3.01E+00	-3.01E+00	0.00E+00
3.68E+00	-2.13E+00	0.00E+00
4.11E+00	-1.10E+00	0.00E+00
4.50E+00	-5.51E-16	0.00E+00
4.35E+00	1.16E+00	0.00E+00
3.90E+00	2.25E+00	0.00E+00
3.18E+00	3.18E+00	0.00E+00
2.25E+00	3.90E+00	0.00E+00
1.16E+00	4.35E+00	0.00E+00
8.27E-16	4.50E+00	0.00E+00
-1.16E+00	4.35E+00	0.00E+00
-2.25E+00	3.90E+00	0.00E+00
-3.18E+00	3.18E+00	0.00E+00
-3.90E+00	2.25E+00	0.00E+00
-4.35E+00	1.16E+00	0.00E+00
-4.50E+00	0.00E+00	0.00E+00
-4.35E+00	-1.16E+00	0.00E+00
-3.90E+00	-2.25E+00	0.00E+00
-3.18E+00	-3.18E+00	0.00E+00
-2.25E+00	-3.90E+00	0.00E+00
-1.16E+00	-4.35E+00	0.00E+00
-2.76E-16	-4.50E+00	0.00E+00
1.16E+00	-4.35E+00	0.00E+00
2.25E+00	-3.90E+00	0.00E+00
3.18E+00	-3.18E+00	0.00E+00
3.90E+00	-2.25E+00	0.00E+00
4.35E+00	-1.16E+00	0.00E+00
4.75E+00	-5.82E-16	0.00E+00
4.59E+00	1.23E+00	0.00E+00
4.11E+00	2.38E+00	0.00E+00
3.36E+00	3.36E+00	0.00E+00
2.38E+00	4.11E+00	0.00E+00
